theater_name,street,city,state,postal_code,url,latitude,longitude,state_name,brand,updated
AMC Galaxy 16,333 South Valley Mills Dr,Waco,TX,76710,https://www.amctheatres.com/movie-theatres/waco/amc-galaxy-16,31.52481,-97.1599,Texas,AMC Theaters,2024-03-17
AMC Hoffman Center 22,206 Hoffman Street,Alexandria,VA,22314,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-hoffman-center-22,38.8023660972,-77.070928881,Virginia,AMC Theaters,2024-03-17
AMC Rivertowne 12,6075 Oxon Hill Road,Oxon Hill,MD,20745,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-rivertowne-12,38.806237,-76.98049,Maryland,AMC Theaters,2024-03-17
AMC Montgomery 16,7101 Democracy Blvd,Bethesda,MD,20817,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-montgomery-16,39.024584,-77.14772,Maryland,AMC Theaters,2024-03-17
AMC Courthouse Plaza 8,2150 Clarendon Blvd,Arlington,VA,22201-0000,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-courthouse-plaza-8,38.890211,-77.084959,Virginia,AMC Theaters,2024-03-17
AMC Potomac Mills 18,2700 Potomac Mills Circle,Woodbridge,VA,22192-4625,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-potomac-mills-18,38.6423173496,-77.2973446422,Virginia,AMC Theaters,2024-03-17
AMC Academy 8,6198 Greenbelt Road,Greenbelt,MD,20770,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-academy-8,39.0001,-76.910612,Maryland,AMC Theaters,2024-03-17
AMC Tysons Corner 16,7850e Tysons Corner Ctr,Mclean,VA,22102,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-tysons-corner-16,38.920286,-77.219664,Virginia,AMC Theaters,2024-03-17
AMC Worldgate 9,13025 Worldgate Drive,Herndon,VA,20170,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-worldgate-9,38.95681,-77.4008,Virginia,AMC Theaters,2024-03-17
AMC Wheaton Mall 9,11006 Veirs Mill Road,Wheaton,MD,20902,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-wheaton-mall-9,39.035439,-77.051637,Maryland,AMC Theaters,2024-03-17
AMC Loudoun Station 11,43751 Central Station Drive,Ashburn,VA,20147,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-loudoun-station-11,39.006438,-77.487754,Virginia,AMC Theaters,2024-03-17
AMC Magic Johnson Capital Center 12,800 Shoppers Way,Largo,MD,20774,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-magic-johnson-capital-center-12,38.901442,-76.847452,Maryland,AMC Theaters,2024-03-17
AMC Georgetown 14,"3111 K Street, Nw",Washington,DC,20007,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-georgetown-14,38.9028712877,-77.0616629471,,AMC Theaters,2024-03-17
AMC DINE-IN Rio Cinemas 18,9811 Washingtonian Ctr..,Gaithersburg,MD,20878,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-dine-in-rio-cinemas-18,39.1155071661,-77.1973225,Maryland,AMC Theaters,2024-03-17
AMC St. Charles Town Center 9,11115 Mall Circle,Waldorf,MD,20603,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-st-charles-town-center-9,38.620267,-76.928235,Maryland,AMC Theaters,2024-03-17
AMC Shirlington 7,2772 South Randolph St,Arlington,VA,22206,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-shirlington-7,38.8412841138,-77.0889737718,Virginia,AMC Theaters,2024-03-17
AMC Center Park 8,4001 Powder Mill Road,Beltsville,MD,20705,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-center-park-8,39.046517,-76.93702,Maryland,AMC Theaters,2024-03-17
AMC Lexington Park 6,21882 Fdr Blvd.,Lexington Park,MD,20653,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-lexington-park-6,38.2674760304,-76.4589364676,Maryland,AMC Theaters,2024-03-17
AMC CLASSIC Apple Blossom 12,1850 Apple Blossom Dr,Winchester,VA,22601,https://www.amctheatres.com/movie-theatres/washington-d-c/amc-classic-apple-blossom-12,39.160362,-78.163839,Virginia,AMC Theaters,2024-03-17
AMC Wayne 14,67 Willowbrook Blvd,Wayne,NJ,07470,https://www.amctheatres.com/movie-theatres/wayne/amc-wayne-14,40.88809,-74.250403,New Jersey,AMC Theaters,2024-03-17
AMC Fallbrook 7,6731 Fallbrook Ave,West Hills,CA,91307,https://www.amctheatres.com/movie-theatres/west-hills/amc-fallbrook-7,34.19196,-118.626,California,AMC Theaters,2024-03-17
AMC Palisades 21,4403 Palisades Ctr. Drive,West Nyack,NY,10994,https://www.amctheatres.com/movie-theatres/west-nyack/amc-palisades-21,41.098388,-73.953678,New York,AMC Theaters,2024-03-17
AMC DINE-IN Essex Green 9,495 Prospect Avenue,West Orange,NJ,07052,https://www.amctheatres.com/movie-theatres/west-orange/amc-dine-in-essex-green-9,40.79336278,-74.25647238,New Jersey,AMC Theaters,2024-03-17
AMC Port St Lucie 14,1900 Nw Courtyard Cir,Port St Lucie,FL,34986-2514,https://www.amctheatres.com/movie-theatres/west-palm-beach/amc-port-st-lucie-14,27.314619,-80.411647,Florida,AMC Theaters,2024-03-17
AMC CLASSIC Ohio Valley Mall 11,700 Banfield Road,Saint Clairsville,OH,43950,https://www.amctheatres.com/movie-theatres/wheeling-wv/amc-classic-ohio-valley-mall-11,40.065423,-80.861133,Ohio,AMC Theaters,2024-03-17
AMC Northrock 14,3151 PENSTEMON ST.,Wichita,KS,67226,https://www.amctheatres.com/movie-theatres/wichita/amc-northrock-14,37.740462,-97.240899,Kansas,AMC Theaters,2024-03-17
AMC CLASSIC Hays 8,2918 Vine Street,Hays,KS,67601,https://www.amctheatres.com/movie-theatres/wichita/amc-classic-hays-8,38.891023,-99.315503,Kansas,AMC Theaters,2024-03-17
AMC CLASSIC Salina 10,2259 South 9th Street,Salina,KS,67401,https://www.amctheatres.com/movie-theatres/wichita/amc-classic-salina-10,38.8010775,-97.6091815,Kansas,AMC Theaters,2024-03-17
AMC CLASSIC Patriot 13,2803 NW 67th Street,Lawton,OK,73505,https://www.amctheatres.com/movie-theatres/wichita-falls-tx/amc-classic-patriot-13,34.635689,-98.474595,Oklahoma,AMC Theaters,2024-03-17
AMC Sikes Senter 10,3111 Midwestern Pkwy,Wichita Falls,TX,76308,https://www.amctheatres.com/movie-theatres/wichita-falls-tx/amc-sikes-senter-10,33.86855,-98.53243,Texas,AMC Theaters,2024-03-17
AMC CLASSIC Bloomsburg 11,1879 Columbia Blvd,Bloomsburg,PA,17815,https://www.amctheatres.com/movie-theatres/wilkes-barre-pa/amc-classic-bloomsburg-11,41.008379,-76.423447,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Selinsgrove 12,1 Susquehanna Valley Mall Drive,Selinsgrove,PA,17870,https://www.amctheatres.com/movie-theatres/wilkes-barre-pa/amc-classic-selinsgrove-12,40.825517,-76.850953,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Williamsport 11,300 W. Fourth St.,Williamsport,PA,17701,https://www.amctheatres.com/movie-theatres/wilkes-barre-pa/amc-classic-williamsport-11,41.240126,-77.006643,Pennsylvania,AMC Theaters,2024-03-17
AMC CLASSIC Kennewick 12,1380 North Louisiana St,Kennewick,WA,99336,https://www.amctheatres.com/movie-theatres/yakima-wa/amc-classic-kennewick-12,46.224498,-119.232453,Washington,AMC Theaters,2024-03-17
