name,url,latitude,longitude,telephone,street,city,state,zip,state_name
"Macy's Boynton Beach Mall in Boynton Beach, FL",https://www.macys.com/stores/fl/boyntonbeach/boynton-beach-mall_763.html,26.535686,-80.095622,(561) 738-4200,801 N Congress Ave Ste 100 ,Boynton Beach,FL,33426,Florida
"Macy's Westfield Brandon in Brandon, FL",https://www.macys.com/stores/fl/brandon/brandon-mall_833.html,27.932696,-82.326076,(813) 651-5300,638 Brandon Town Center Mall ,Brandon,FL,33511,Florida
"Macy's Coral Square in Coral Springs, FL",https://www.macys.com/stores/fl/coralsprings/coral-square_759.html,26.240173,-80.249764,(954) 345-3300,9129 W Atlantic Blvd ,Coral Springs,FL,33071,Florida
"Macy's Southland Mall in Cutler Bay, FL",https://www.macys.com/stores/fl/cutlerbay/southland-mall_778.html,25.572644,-80.369381,(305) 252-5200,20507 S Dixie Hwy ,Cutler Bay,FL,33189,Florida
"Macy's International Mall West Dade in Doral, FL",https://www.macys.com/stores/fl/doral/miami-international-mall_770.html,25.784874,-80.36467,(305) 594-6300,1245 Nw 107th Ave ,Doral,FL,33172,Florida
"Macy's Edison Mall in Fort Myers, FL",https://www.macys.com/stores/fl/fortmyers/edison-mall_823.html,26.600845,-81.869709,(239) 477-3300,4125 Cleveland Ave Ste 904 ,Fort Myers,FL,33901,Florida
"Macy's Westland in Hialeah, FL",https://www.macys.com/stores/fl/hialeah/westland-mall_772.html,25.868177,-80.321197,(305) 825-7300,1777 W 49th St ,Hialeah,FL,33012,Florida
"Macy's Treasure Coast Square in Jensen Beach, FL",https://www.macys.com/stores/fl/jensenbeach/treasure-coast-square_764.html,27.24425,-80.275689,(772) 232-4300,3106 Nw Federal Hwy ,Jensen Beach,FL,34957,Florida
"Macy's Melbourne Square Mall in Melbourne, FL",https://www.macys.com/stores/fl/melbourne/melbourne-square_815.html,28.081426,-80.649618,(321) 837-5300,1700 W New Haven Ave Ste 101 ,Melbourne,FL,32904,Florida
"Macy's Merritt Square Mall in Merritt Island, FL",https://www.macys.com/stores/fl/merrittisland/merritt-square-mall_814.html,28.354541,-80.688895,(321) 454-1300,777 E Merritt Island Cswy Ste 139 ,Merritt Island,FL,32952,Florida
"Macy's South Beach in Miami Beach, FL",https://www.macys.com/stores/fl/miamibeach/south-beach_773.html,25.7918,-80.136094,(305) 674-6300,1675 Meridian Ave ,Miami Beach,FL,33139,Florida
"Macy's Coastland Center in Naples, FL",https://www.macys.com/stores/fl/naples/coastland-center_822.html,26.168923,-81.798113,(239) 434-1300,1800 9th St N ,Naples,FL,34102,Florida
"Macy's Paddock Mall in Ocala, FL",https://www.macys.com/stores/fl/ocala/paddock-mall_835.html,29.158825,-82.172928,(352) 873-5300,3100 Sw College Rd Ste 500 ,Ocala,FL,34474,Florida
"Macy's Palm Beach Gardens in Palm Beach Gardens, FL",https://www.macys.com/stores/fl/palmbeachgardens/gardens-mall_760.html,26.845025,-80.082564,(561) 775-2231,3107 Pga Blvd ,Palm Beach Gardens,FL,33410,Florida
"Macy's Broward Mall in Plantation, FL",https://www.macys.com/stores/fl/plantation/broward-mall_758.html,26.119713,-80.254725,(954) 475-3400,8000 W Broward Blvd Ste 800 Ste 800,Plantation,FL,33388,Florida
"Macy's Tyrone Square in St Petersburg, FL",https://www.macys.com/stores/fl/stpetersburg/tyrone-square_821.html,27.793009,-82.733686,(727) 346-2300,6901 22nd Ave N ,St Petersburg,FL,33710,Florida
"Macy's Governor's Square Mall in Tallahassee, FL",https://www.macys.com/stores/fl/tallahassee/governors-square_837.html,30.437317,-84.25345,(850) 325-2800,1500 Apalachee Pkwy Ste 1033 ,Tallahassee,FL,32301,Florida
"Macy's The Mall at Wellington Green in Wellington, FL",https://www.macys.com/stores/fl/wellington/mall-at-wellington-green_762.html,26.65111,-80.209432,(561) 493-2000,10316 Forest Hill Blvd ,Wellington,FL,33414,Florida
"Macy's at the Shops at Wiregrass in Wesley Chapel, FL",https://www.macys.com/stores/fl/wesleychapel/shops-at-wiregrass_841.html,28.189397,-82.349672,(813) 528-4300,28233 Paseo Dr ,Wesley Chapel,FL,33543,Florida
"Macy's Augusta Mall in Augusta, GA",https://www.macys.com/stores/ga/augusta/augusta-mall_735.html,33.465414,-82.080557,(706) 731-5020,3450 Wrightsboro Rd Ste D300 ,Augusta,GA,30909,Georgia
"Macy's Mall of Georgia in Buford, GA",https://www.macys.com/stores/ga/buford/mall-of-georgia_733.html,34.065149,-83.984766,(678) 546-4300,3333 Buford Dr Ste 1006b ,Buford,GA,30519,Georgia
"Macy's Peachtree Mall in Columbus, GA",https://www.macys.com/stores/ga/columbus/peachtree-mall_749.html,32.508346,-84.944833,(706) 478-2300,3091 Manchester Expy ,Columbus,GA,31909,Georgia
"Macy's Arbor Place in Douglasville, GA",https://www.macys.com/stores/ga/douglasville/arbor-place_750.html,33.728145,-84.744588,(678) 391-2300,6690 Douglas Blvd ,Douglasville,GA,30135,Georgia
"Macy's Perimeter Mall in Dunwoody, GA",https://www.macys.com/stores/ga/dunwoody/perimeter-mall_731.html,33.923972,-84.340998,(770) 396-2800,4300 Ashford Dunwoody Rd Ne ,Dunwoody,GA,30346,Georgia
"Macy's Stonecrest Mall in Lithonia, GA",https://www.macys.com/stores/ga/lithonia/stonecrest-mall_748.html,33.699508,-84.09384,(678) 526-2300,8030 Mall Pkwy ,Lithonia,GA,30038,Georgia
"Macy's By Macy's SouthPoint in McDonough, GA",https://www.macys.com/stores/ga/mcdonough/south-point-shopping-center_727.html,33.423216,-84.191082,(770) 371-5980,209 S Point Blvd ,McDonough,GA,30253,Georgia
"Macy's Southlake Mall in Morrow, GA",https://www.macys.com/stores/ga/morrow/southlake-mall_745.html,33.573639,-84.342154,(770) 961-3300,1500 Southlake Mall ,Morrow,GA,30260,Georgia
"Macy's Oglethorpe Mall in Savannah, GA",https://www.macys.com/stores/ga/savannah/oglethorpe-mall_736.html,32.00129,-81.117238,(912) 353-3611,7804 Abercorn St Ste 300 ,Savannah,GA,31406,Georgia
"Macy's By Macy's Presidential Markets in Snellville, GA",https://www.macys.com/stores/ga/snellville/presidential-markets_728.html,33.879575,-84.013415,(678) 256-5880,1905 Scenic Highway South. Suite 9000,Snellville,GA,30078,Georgia
"Macy's By Macys Johns Creek Town Center in Suwanee, GA",https://www.macys.com/stores/ga/suwanee/johns-creek-town-center_719.html,34.07106,-84.16969,(470) 533-4620,3630 Peachtree Pkwy Suite 100,Suwanee,GA,30024,Georgia
"Macy's Pearlridge Center in Aiea, HI",https://www.macys.com/stores/hi/aiea/pearlridge-center_467.html,21.38507,-157.942789,(808) 486-6701,98-205 Kaonohi St ,Aiea,HI,96701,Hawaii
"Macy's Prince Kuhio Plaza in Hilo, HI",https://www.macys.com/stores/hi/hilo/prince-kuhio-plaza_471.html,19.697112,-155.063435,(808) 959-3561,111 E Puainako St Ste 800 ,Hilo,HI,96720,Hawaii
"Macy's Ka Makana Ali'i in KAPOLEI, HI",https://www.macys.com/stores/hi/kapolei/ka-makana-alii_464.html,21.335715,-158.051517,(808) 600-2000,91-5431 Kapolei Pkwy Ste 100 SUITE 100,KAPOLEI,HI,96707,Hawaii
"Macy's Ka'ahumanu in Kahului, HI",https://www.macys.com/stores/hi/kahului/queen-kaahumanu-center_469.html,20.887835,-156.474725,(808) 877-3361,275 W Kaahumanu Ave Ste 1100 ,Kahului,HI,96732,Hawaii
"Macy's Makalapua Center in Kailua-Kona, HI",https://www.macys.com/stores/hi/kailua-kona/makalapua-center_474.html,19.651032,-155.997188,(808) 329-6300,74-5475 Kamakaeha Ave ,Kailua-Kona,HI,96740,Hawaii
"Macy's Kukui Grove in Lihue, HI",https://www.macys.com/stores/hi/lihue/kukui-grove-center_472.html,21.969756,-159.378687,(808) 245-7751,3-2600 Kaumualii Hwy Ste 1700 ,Lihue,HI,96766,Hawaii
"Macy's Boise Towne Square in Boise, ID",https://www.macys.com/stores/id/boise/boise-towne-square_393.html,43.608251,-116.280143,(208) 373-6000,370 N Milwaukee St ,Boise,ID,83704,Idaho
"Macy's Silver Lake Mall in Coeur D Alene, ID",https://www.macys.com/stores/id/coeurdalene/silver-lake-mall_399.html,47.73176,-116.789981,(208) 772-8700,200 W Hanley Ave Ste 200-4 ,Coeur D Alene,ID,83814,Idaho
"Macy's Fox Valley in Aurora, IL",https://www.macys.com/stores/il/aurora/fox-valley-mall_263.html,41.759193,-88.212652,(630) 978-5400,1 Fox Valley Ctr ,Aurora,IL,60504,Illinois
"Macy's Bolingbrook in Bolingbrook, IL",https://www.macys.com/stores/il/bolingbrook/promenade-bolingbrook_277.html,41.720483,-88.040771,(630) 343-4200,645 E Boughton Rd ,Bolingbrook,IL,60440,Illinois
"Macy's River Oaks in Calumet City, IL",https://www.macys.com/stores/il/calumetcity/river-oaks-center_250.html,41.597287,-87.556725,(708) 418-4000,1 River Oaks Center Dr ,Calumet City,IL,60409,Illinois
"Macy's Market Place in Champaign, IL",https://www.macys.com/stores/il/champaign/market-place-shopping-center_648.html,40.142778,-88.243865,(217) 363-5600,2000 N Neil St Spc 2 ,Champaign,IL,61820,Illinois
"Macy's State Street in Chicago, IL",https://www.macys.com/stores/il/chicago/state-street_215.html,41.883891,-87.627564,(312) 781-1000,111 N State St ,Chicago,IL,60602,Illinois
"Macy's St. Clair Square in Fairview Heights, IL",https://www.macys.com/stores/il/fairviewheights/st.-clair-square_653.html,38.593554,-89.982367,(618) 624-2000,200 Saint Clair Sq ,Fairview Heights,IL,62208,Illinois
"Macy's Gurnee Mills in Gurnee, IL",https://www.macys.com/stores/il/gurnee/gurnee-mills_290.html,42.386238,-87.95716,(224) 399-4800,6124 Grand Ave ,Gurnee,IL,60031,Illinois
"Macy's Louis Joliet in Joliet, IL",https://www.macys.com/stores/il/joliet/louis-joliet-mall_280.html,41.576272,-88.165537,(815) 254-5200,3340 Mall Loop Dr Spc 1 ,Joliet,IL,60431,Illinois
"Macy's Oakbrook in Oak Brook, IL",https://www.macys.com/stores/il/oakbrook/oakbrook-center_217.html,41.848603,-87.954238,(630) 684-2400,1 Oakbrook Ctr ,Oak Brook,IL,60523,Illinois
"Macy's Orland Square in Orland Park, IL",https://www.macys.com/stores/il/orlandpark/orland-square_261.html,41.620977,-87.84959,(708) 873-4100,1 Orland Square Dr ,Orland Park,IL,60462,Illinois
"Macy's Cherryvale in Rockford, IL",https://www.macys.com/stores/il/rockford/cherryvale-mall_279.html,42.244971,-88.975737,(815) 332-2424,7200 Harrison Ave Unit 1 ,Rockford,IL,61112,Illinois
"Macy's Woodfield in Schaumburg, IL",https://www.macys.com/stores/il/schaumburg/woodfield-mall_259.html,42.047243,-88.03601,(847) 706-6000,1 Woodfield Mall ,Schaumburg,IL,60173,Illinois
"Macy's Old Orchard in Skokie, IL",https://www.macys.com/stores/il/skokie/westfield-old-orchard_218.html,42.059276,-87.749248,(847) 329-2700,4909 Old Orchard Ctr ,Skokie,IL,60077,Illinois
"Macy's White Oaks in Springfield, IL",https://www.macys.com/stores/il/springfield/white-oaks-mall_646.html,39.767474,-89.703545,(217) 787-9900,104 White Oaks Mall ,Springfield,IL,62704,Illinois
"Macy's Hawthorn Center in Vernon Hills, IL",https://www.macys.com/stores/il/vernonhills/hawthorn-mall_220.html,42.242339,-87.951877,(847) 918-2700,1 Hawthorn Ctr ,Vernon Hills,IL,60061,Illinois
"Macy's Evansville in Evansville, IN",https://www.macys.com/stores/in/evansville/eastland-mall_654.html,37.982245,-87.49564,(812) 473-9244,800 N Green River Rd Ste 99 ,Evansville,IN,47715,Indiana
"Macy's Glenbrook Shopping Center in Fort Wayne, IN",https://www.macys.com/stores/in/fortwayne/glenbrook-square_599.html,41.116203,-85.138463,(260) 484-1561,4201 Coldwater Rd Ste 1 ,Fort Wayne,IN,46805,Indiana
"Macy's Greenwood Park Mall in Greenwood, IN",https://www.macys.com/stores/in/greenwood/greenwood-park-mall_602.html,39.631588,-86.12102,(317) 882-6247,1251 Us Highway 31 N Spc 129 ,Greenwood,IN,46142,Indiana
"Macy's d Grove in Highland, IN",https://www.macys.com/stores/in/highland/highland-grove-shopping-center_660.html,41.52471,-87.46801,(219) 513-4707,10429 Indianapolis Blvd ,Highland,IN,46322,Indiana
"Macy's Castleton Square in Indianapolis, IN",https://www.macys.com/stores/in/indianapolis/castleton-square_598.html,39.908589,-86.06536,(317) 579-4500,6020 E 82nd St Ste 400 ,Indianapolis,IN,46250,Indiana
"Macy's Tippecanoe Mall in LaFayette, IN",https://www.macys.com/stores/in/lafayette/tippecanoe-mall_603.html,40.391539,-86.850518,(765) 447-2141,2415 Sagamore Pkwy S Ste D Suite D,LaFayette,IN,47905,Indiana
"Macy's SouthLake Mall in Merrillville, IN",https://www.macys.com/stores/in/merrillville/southlake-mall_278.html,41.469634,-87.311903,(219) 769-9100,2210 Southlake Mall ,Merrillville,IN,46410,Indiana
"Macy's University Park Mall in Mishawaka, IN",https://www.macys.com/stores/in/mishawaka/university-park-mall_601.html,41.718675,-86.190276,(574) 277-2950,6501 Grape Rd Ste 100 ,Mishawaka,IN,46545,Indiana
"Macy's Town Center Plaza in Leawood, KS",https://www.macys.com/stores/ks/leawood/town-center-plaza_609.html,38.915015,-94.644781,(913) 563-3996,5100 W 119th St ,Leawood,KS,66209,Kansas
"Macy's Florence Mall in Florence, KY",https://www.macys.com/stores/ky/florence/florence-mall_565.html,39.003128,-84.652117,(859) 525-5600,5000 Florence Mall ,Florence,KY,41042,Kentucky
"Macy's Fayette Mall in Lexington, KY",https://www.macys.com/stores/ky/lexington/fayette-mall_561.html,37.990957,-84.527073,(859) 271-7200,3301 Nicholasville Rd ,Lexington,KY,40503,Kentucky
"Macy's Oxmoor Center Mall in Louisville, KY",https://www.macys.com/stores/ky/louisville/oxmoor-center_562.html,38.247327,-85.610049,(502) 423-3000,7900 Shelbyville Rd Ste B ,Louisville,KY,40222,Kentucky
"Macy's Mall Of Louisiana in Baton Rouge, LA",https://www.macys.com/stores/la/batonrouge/mall-of-louisiana_690.html,30.39775,-91.085842,(225) 757-7000,6301 Bluebonnet Blvd ,Baton Rouge,LA,70836,Louisiana
"Macy's Acadiana in Lafayette, LA",https://www.macys.com/stores/la/lafayette/acadiana-mall_692.html,30.170641,-92.077309,(337) 981-8000,5733 Johnston St Ste 2098 ,Lafayette,LA,70503,Louisiana
"Macy's Lakeside Shopping Center in Metairie, LA",https://www.macys.com/stores/la/metairie/lakeside-shopping-center_693.html,30.007294,-90.158279,(504) 484-4600,3301 Veterans Memorial Blvd Ste 55 Ste 55,Metairie,LA,70002,Louisiana
"Macy's South Portland in South Portland, ME",https://www.macys.com/stores/me/southportland/maine-mall_38.html,43.634014,-70.335359,(207) 775-5431,100 Maine Mall Rd ,South Portland,ME,04106,Maine
"Macy's Annapolis Mall in Annapolis, MD",https://www.macys.com/stores/md/annapolis/westfield-annapolis-mall_47.html,38.989728,-76.547544,(410) 266-0800,1295 Annapolis Mall Floor 2 ,Annapolis,MD,21401,Maryland
"Macy's Security Square Mall in Baltimore, MD",https://www.macys.com/stores/md/baltimore/security-square-mall_159.html,39.309252,-76.749176,(410) 944-8040,6901 Security Blvd Ste 871 ,Baltimore,MD,21244,Maryland
"Macy's Bel Air in Bel Air, MD",https://www.macys.com/stores/md/belair/harford-mall_60.html,39.526831,-76.356705,(410) 879-9801,600 Baltimore Pike Harford Mall,Bel Air,MD,21014,Maryland
"Macy's Montgomery Mall in Bethesda, MD",https://www.macys.com/stores/md/bethesda/westfield-montgomery_33.html,39.024058,-77.145574,(301) 469-6800,7125 Democracy Blvd ,Bethesda,MD,20817,Maryland
"Macy's Bowie Towne Center in Bowie, MD",https://www.macys.com/stores/md/bowie/bowie-town-center_123.html,38.943839,-76.737678,(301) 860-1675,15300 Emerald Way ,Bowie,MD,20716,Maryland
"Macy's Columbia in Columbia, MD",https://www.macys.com/stores/md/columbia/mall-in-columbia_45.html,39.216329,-76.860202,(410) 997-3000,10300 Little Patuxent Pkwy Ste Hc ,Columbia,MD,21044,Maryland
"Macy's Francis Scott Key Mall in Frederick, MD",https://www.macys.com/stores/md/frederick/francis-scott-key-mall_26.html,39.3826,-77.405721,(301) 698-0076,5500 Buckeystown Pike Ste 500 ,Frederick,MD,21703,Maryland
"Macy's Backstage Lakeforest Mall in Gaithersburg, MD",https://www.macys.com/stores/backstage/md/gaithersburg/lakeforest-mall_113b.html,39.154179,-77.204685,(301) 948-3360,701 Russell Ave Ste 5 ,Gaithersburg,MD,20877,Maryland
"Macy's Marley Station in Glen Burnie, MD",https://www.macys.com/stores/md/glenburnie/marley-station-mall_92.html,39.138242,-76.603881,(410) 766-2055,7900 Ritchie Hwy Ste B1 ,Glen Burnie,MD,21061,Maryland
"Macy's Mall at Prince George in Hyattsville, MD",https://www.macys.com/stores/md/hyattsville/mall-at-prince-georges_196.html,38.968627,-76.957503,(301) 559-8800,3500 East West Hwy Ste 1100 ,Hyattsville,MD,20782,Maryland
"Macy's White Marsh in Nottingham, MD",https://www.macys.com/stores/md/nottingham/white-marsh-mall_91.html,39.373845,-76.467759,(410) 931-2000,8200 Perry Hall Blvd Ste 2300 ,Nottingham,MD,21236,Maryland
"Macy's Towson Town Center in Towson, MD",https://www.macys.com/stores/md/towson/towson-town-center_69.html,39.403772,-76.601256,(410) 337-3600,813 Dulaney Valley Rd ,Towson,MD,21204,Maryland
"Macy's St. Charles Town Center in Waldorf, MD",https://www.macys.com/stores/md/waldorf/st.-charles-towne-center_25.html,38.616651,-76.924716,(301) 870-5800,11200 Mall Cir # 6190 ,Waldorf,MD,20603,Maryland
"Macy's Wheaton in Wheaton, MD",https://www.macys.com/stores/md/wheaton/westfield-wheaton_14.html,39.0472109,-77.0685953,(240) 880-4200,11160 Viers Mill Road ,Wheaton,MD,20902,Maryland
"Macy's Auburn in Auburn, MA",https://www.macys.com/stores/ma/auburn/auburn-mall_96.html,42.202567,-71.835387,(508) 721-0011,385 Southbridge St Ste 1700 ,Auburn,MA,01501,Massachusetts
"Macy's Boston in Boston, MA",https://www.macys.com/stores/ma/boston/lafayette-city-center_31.html,42.354766,-71.060923,(617) 357-3000,450 Washington St ,Boston,MA,02111,Massachusetts
"Macy's South Shore Mall in Braintree, MA",https://www.macys.com/stores/ma/braintree/south-shore-plaza_36.html,42.221577,-71.026573,(781) 848-3800,250 Granite St Ste 8160 ,Braintree,MA,02184,Massachusetts
"Macy's Burlington in Burlington, MA",https://www.macys.com/stores/ma/burlington/burlington-mall_37.html,42.481054,-71.212163,(781) 272-6000,75 Burlington Mall Rd Ste 128 ,Burlington,MA,01803,Massachusetts
"Macy's North Dartmouth in Dartmouth, MA",https://www.macys.com/stores/ma/dartmouth/dartmouth-mall_189.html,41.639604,-70.985698,(508) 994-0300,362 State Rd ,Dartmouth,MA,02747,Massachusetts
"Macy's ay Center in Dorchester, MA",https://www.macys.com/stores/ma/dorchester/south-bay-center_650.html,42.3254149,-71.0640059,(617) 238-2000,8 B Allstate Rd Suite 1,Dorchester,MA,02125,Massachusetts
"Macy's Framingham Furniture and Mattress Gallery in Framingham, MA",https://www.macys.com/stores/ma/framingham/shoppers-world_140.html,42.302528,-71.393574,(508) 650-6025,1 Worcester Road Shoppers World,Framingham,MA,01701,Massachusetts
"Macy's Hanover Mall in Hanover, MA",https://www.macys.com/stores/ma/hanover/hanover-crossing_184.html,42.146876,-70.840638,(781) 829-2200,1775 Washington St Ste 2 ,Hanover,MA,02339,Massachusetts
"Macy's Holyoke Mall in Holyoke, MA",https://www.macys.com/stores/ma/holyoke/holyoke-mall_178.html,42.167842,-72.641654,(413) 538-7360,400 Whitney Ave ,Holyoke,MA,01040,Massachusetts
"Macy's Hyannis in Hyannis, MA",https://www.macys.com/stores/ma/hyannis/cape-cod-mall_44.html,41.667133,-70.294908,(508) 771-7111,793 Iyannough Rd Ste E Cape Cod Mall,Hyannis,MA,02601,Massachusetts
"Macy's Kingston Collection in Kingston, MA",https://www.macys.com/stores/ma/kingston/kingston-collection_179.html,41.970252,-70.716174,(781) 585-1400,101 Kingston Collection Way Ste 1 ,Kingston,MA,02364,Massachusetts
"Macy's Solomon Pond in Marlborough, MA",https://www.macys.com/stores/ma/marlborough/solomon-pond-mall_182.html,42.356197,-71.614509,(508) 303-3800,627 Donald Lynch Blvd ,Marlborough,MA,01752,Massachusetts
"Macy's Attleboro in N Attleboro, MA",https://www.macys.com/stores/ma/nattleboro/emerald-square-mall_114.html,41.94485,-71.348922,(508) 699-0220,1029 S Washington St Emerald Square,N Attleboro,MA,02760,Massachusetts
"Macy's Natick in Natick, MA",https://www.macys.com/stores/ma/natick/natick-mall_40.html,42.301113,-71.381917,(508) 653-3800,1245 Worcester Rd Ste 2 ,Natick,MA,01760,Massachusetts
"Macy's North Shore Mall in Peabody, MA",https://www.macys.com/stores/ma/peabody/northshore-mall_34.html,42.542467,-70.942919,(978) 531-3800,210 Andover St Unit Ll6 ,Peabody,MA,01960,Massachusetts
"Macy's Square One Mall (Saugus) in Saugus, MA",https://www.macys.com/stores/ma/saugus/square-one-mall_226.html,42.453854,-71.024222,(781) 231-8400,1185 Broadway ,Saugus,MA,01906,Massachusetts
"Macy's Ann Arbor in Ann Arbor, MI",https://www.macys.com/stores/mi/annarbor/briarwood-mall_305.html,42.241697,-83.745538,(734) 998-5000,700 Briarwood Cir ,Ann Arbor,MI,48108,Michigan
"Macy's Fairlane in Dearborn, MI",https://www.macys.com/stores/mi/dearborn/fairlane-town-center_312.html,42.317836,-83.224227,(313) 436-7600,18900 Michigan Ave Ste 1003 ,Dearborn,MI,48126,Michigan
"Macy's Flint in Flint, MI",https://www.macys.com/stores/mi/flint/genesee-valley-center_308.html,42.979313,-83.769213,(810) 230-5700,4600 Miller Rd ,Flint,MI,48507,Michigan
"Macy's Grandville in Grandville, MI",https://www.macys.com/stores/mi/grandville/rivertown-crossings_318.html,42.880075,-85.759119,(616) 257-4900,3850 Rivertown Pkwy Sw ,Grandville,MI,49418,Michigan
"Macy's Grand Rapids in Kentwood, MI",https://www.macys.com/stores/mi/kentwood/woodland-mall_307.html,42.9176,-85.589387,(616) 940-2100,3165 28th St SE ,Kentwood,MI,49512,Michigan
"Macy's Twelve Oaks in Novi, MI",https://www.macys.com/stores/mi/novi/twelve-oaks-mall_302.html,42.491551,-83.471841,(248) 344-6800,27550 Novi Rd ,Novi,MI,48377,Michigan
"Macy's East Lansing in Okemos, MI",https://www.macys.com/stores/mi/okemos/meridian-mall_313.html,42.722929,-84.420123,(517) 347-4400,1982 W Grand River Ave Ste 100 Ste 100,Okemos,MI,48864,Michigan
"Macy's Kalamazoo in Portage, MI",https://www.macys.com/stores/mi/portage/crossroads_316.html,42.220393,-85.592962,(269) 324-4400,6666 S Westnedge Ave ,Portage,MI,49024,Michigan
"Macy's Saginaw in Saginaw, MI",https://www.macys.com/stores/mi/saginaw/fashion-square-mall_315.html,43.476364,-83.972534,(989) 797-6300,4750 Fashion Square Mall ,Saginaw,MI,48604,Michigan
"Macy's Lakeside in Sterling Heights, MI",https://www.macys.com/stores/mi/sterlingheights/lakeside-mall_304.html,42.623629,-82.985572,(586) 566-2800,14200 Lakeside Cir ,Sterling Heights,MI,48313,Michigan
"Macy's Southland in Taylor, MI",https://www.macys.com/stores/mi/taylor/southland-center_309.html,42.200604,-83.254713,(734) 374-5030,23000 Eureka Rd Ste A2 ,Taylor,MI,48180,Michigan
"Macy's Traverse City in Traverse City, MI",https://www.macys.com/stores/mi/traversecity/grand-traverse-mall_319.html,44.724132,-85.642421,(231) 929-6800,3400 S Airport Rd W ,Traverse City,MI,49684,Michigan
"Macy's Mall of America in Bloomington, MN",https://www.macys.com/stores/mn/bloomington/mall-of-america_239.html,44.8534146,-93.2438897,(952) 888-3333,4000 Sw Court ,Bloomington,MN,55425,Minnesota
"Macy's Burnsville in Burnsville, MN",https://www.macys.com/stores/mn/burnsville/burnsville-center_235.html,44.743999,-93.291188,(952) 435-4812,14251 Burnhaven Dr ,Burnsville,MN,55306,Minnesota
"Macy's Maplewood in Maplewood, MN",https://www.macys.com/stores/mn/maplewood/maplewood-mall_236.html,45.030867,-93.02238,(651) 773-6600,3001 White Bear Ave N Ste 2035 ,Maplewood,MN,55109,Minnesota
"Macy's Ridgedale in Minnetonka, MN",https://www.macys.com/stores/mn/minnetonka/ridgedale-center_232.html,44.969056,-93.438235,(952) 591-6600,12411 Wayzata Blvd ,Minnetonka,MN,55305,Minnesota
"Macy's Rochester in Rochester, MN",https://www.macys.com/stores/mn/rochester/apache-mall_238.html,44.003727,-92.480024,(507) 280-5400,901 Apache Mall ,Rochester,MN,55902,Minnesota
"Macy's St Cloud in Saint Cloud, MN",https://www.macys.com/stores/mn/saintcloud/crossroads-center_243.html,45.55755,-94.210154,(320) 654-4300,4101 W Division St Ste 95 ,Saint Cloud,MN,56301,Minnesota
"Macy's by Macy's Chesterfield Commons in Chesterfield, MO",https://www.macys.com/stores/mo/chesterfield/chesterfield-commons_659.html,38.66617,-90.59403,(636) 534-3616,154 THF Boulevard ,Chesterfield,MO,63005,Missouri
"Macy's West County Center in Des Peres, MO",https://www.macys.com/stores/mo/desperes/west-county-center_652.html,38.602429,-90.445785,(314) 966-0017,2 W County Ctr ,Des Peres,MO,63131,Missouri
"Macy's Metro North Mall in Kansas City, MO",https://www.macys.com/stores/mo/kansascity/metro-north-mall_611.html,39.249601,-94.585721,(816) 468-4646,400 Nw Barry Rd Ste 150 ,Kansas City,MO,64155,Missouri
"Macy's St. Louis Galleria in Richmond Heights, MO",https://www.macys.com/stores/mo/richmondheights/saint-louis-galleria_643.html,38.633701,-90.348307,(314) 726-1810,1550 Saint Louis Galleria ,Richmond Heights,MO,63117,Missouri
"Macy's South County Center in Saint Louis, MO",https://www.macys.com/stores/mo/saintlouis/south-county-center_655.html,38.504151,-90.328369,(314) 892-0110,10 S County Center Way ,Saint Louis,MO,63129,Missouri
"Macy's Mid Rivers Mall in Saint Peters, MO",https://www.macys.com/stores/mo/saintpeters/mid-rivers-mall_645.html,38.797595,-90.617688,(636) 278-6660,1 Mid Rivers Mall ,Saint Peters,MO,63376,Missouri
"Macy's Battlefield Mall in Springfield, MO",https://www.macys.com/stores/mo/springfield/battlefield-mall_612.html,37.162742,-93.265674,(417) 882-1500,2825 S Glenstone Ave Ste 100 ,Springfield,MO,65804,Missouri
"Macy's Bozeman Gallatin Valley Mall in Bozeman, MT",https://www.macys.com/stores/mt/bozeman/gallatin-valley-mall_420.html,45.673711,-111.079541,(406) 585-6800,2825 W Main St Ste L ,Bozeman,MT,59718,Montana
"Macy's Galleria Mall at Sunset in Henderson, NV",https://www.macys.com/stores/nv/henderson/galleria-at-sunset_537.html,36.066723,-115.040119,(702) 458-7300,1304 W Sunset Rd ,Henderson,NV,89014,Nevada
"Macy's Mall of New Hampshire in Manchester, NH",https://www.macys.com/stores/nh/manchester/mall-of-new-hampshire_29.html,42.955404,-71.432874,(603) 669-3800,1500 S Willow St Spc S200 ,Manchester,NH,03103,New Hampshire
"Macy's Nashua in Nashua, NH",https://www.macys.com/stores/nh/nashua/pheasant-lane-mall_50.html,42.702277,-71.437396,(603) 891-3800,310 Daniel Webster Hwy Ste 104 Pheasant Lane Mall,Nashua,NH,03060,New Hampshire
"Macy's Newington in Newington, NH",https://www.macys.com/stores/nh/newington/mall-at-fox-run_46.html,43.097302,-70.804955,(603) 436-1000,50 Fox Run Rd Ste 25 ,Newington,NH,03801,New Hampshire
"Macy's Salem in Salem, NH",https://www.macys.com/stores/nh/salem/mall-at-rockingham-park_41.html,42.767657,-71.224485,(603) 890-3800,85 Rockingham Park Blvd ,Salem,NH,03079,New Hampshire
